word,score,defs,defHeadword,level,hint,master_id
yawns,53,"adv	In a yawning way; accompanied by yawns.
adv	So as to open wide; gapingly.",yawningly,Wee bit of a challenge,4,2
wains,52,"v	(rare, transitive) To carry.
v	Misspelling of wane.",wain,Wee bit of a challenge,4,2
hadnt,51,v	Misspelling of hadn't.,,Wee bit of a challenge,4,2
magne,41,n	Obsolete form of ?????.,magnes,Wee bit of a challenge,4,2
paune,38,n	Alternative form of pone (a kind of bread),,Wee bit of a challenge,4,2
damns,32,"n	A condemnation.
n	An act of swearing with the word ""?????"".",damning,Tough nut to crack,4,2
danni,32,n	Alternative form of ????? (female name),,Tough nut to crack,4,2
janny,30,"n	(slang) A janitor.
n	(Internet slang, derogatory) A moderator of an online forum.
n	(Newfoundland) Alternative form of ????? (“a mummer”)",,Tough nut to crack,4,2
yawny,29,"adj	Prone to yawning.
adj	Sounding like a yawn.
adj	Boring, uninteresting, causing ?????.",,Tough nut to crack,4,2
jains,27,n	An adherent or follower of ?????.,jain,Tough nut to crack,4,2
bacne,26,n	(informal) ????? on the back.,,Tough nut to crack,4,2
pagne,24,"n	A length of wax-print fabric made in West Africa, worn as a single wrap or made into other clothing, and serving as a form of currency.",,Tough nut to crack,4,2
gayne,22,v	(obsolete) To gain; to avail.,,Tough nut to crack,4,2
yasna,18,"n	(Zoroastrianism) The primary liturgical collection of texts of the Avesta.
n	(Zoroastrianism) The principal Zoroastrian act of worship at which those verses are recited.",,Tough nut to crack,4,2
kanna,16,"n	Sceletium tortuosum, a Southern African succulent with psychoactive properties.
n	Platysace cirrosa, a Western Australian perennial herb.
n	Caroxylon aphyllum, a shrub.",,Tough nut to crack,4,2
saunf,14,"n	(India, cooking) fennel, fennel seeds",,Tough nut to crack,4,2
hains,13,"v	(transitive, dialectal, Northern England, Scotland) To hedge or fence in; inclose; protect by hedging
v	(transitive, dialectal, Northern England, Scotland) To save; spare; refrain from using or spending
v	(intransitive, dialectal, Northern England, Scotland) To be thrifty; be economical
n	(obsolete or dialectal, Northern England, Scotland) An enclosure; a park",hain,Tough nut to crack,4,2
lawnd,7,n	Obsolete form of ?????.,,Tough nut to crack,4,2
naunt,5,"n	(nonstandard, proscribed, dated) ?????, mine ?????",,Tough nut to crack,4,2
yagna,5,n	Alternative form of ?????,,Tough nut to crack,4,2
saône,4,n	A river in France that flows into the Rhone.,,Tough nut to crack,4,2
yavne,4,n	A city in the Central District of Israel.,,Tough nut to crack,4,2
gaons,3,"n	(historical, Judaism) A sage of the Talmudic academies of Babylonia.
n	Alternative letter-case form of Gaon
n	(India) A village.",gaon,Tough nut to crack,4,2
karna,3,n	(Hinduism) Name of a warrior who fought for the Kauravas in the Mahabharata; son of Kunti and Surya.,,Tough nut to crack,4,2
garns,2,n	(obsolete) yarn (twisted fibers for weaving),garn,Tough nut to crack,4,2
ranns,2,n	A stanza of Irish poetry.,rann,Tough nut to crack,4,2
vanne,2,"n	A town, the capital of the Morbihan department, Brittany, France.",vannes,Tough nut to crack,4,2
balne,1,"n	A scattered village and civil parish in Selby district, North Yorkshire, England (OS grid ref SE5819).",,Tough nut to crack,4,2
means,2050,n	One who ????? or intends something.,meaner,Walk in the park,5,2
feint,1052,"adj	(obsolete) feigned; counterfeit.
adj	(fencing, boxing, war) (of an attack) directed toward a different part from the intended strike",,Walk in the park,5,2
penny,1012,"v	(slang) To jam a door shut by inserting pennies between the doorframe and the door.
v	(electronics) To circumvent the tripping of an electrical circuit breaker by the dangerous practice of inserting a coin in place of a fuse in a fuse socket.
v	(Oxbridge slang) During a meal or as part of a drinking game, to drop a ????? in a person's drink such that they must finish it (or some such variation thereof); commonly associated with crewdates at Oxford and swaps at Cambridge.",,Walk in the park,5,2
meant,961,n	One who ????? or intends something.,meaner,Walk in the park,5,2
veins,721,n	An arrangement of ????? or veinlike markings.,veining,Walk in the park,5,2
seine,717,n	fishing with a ?????,seining,Walk in the park,5,2
henna,611,adj	Of a rich reddish-brown colour.,,Walk in the park,5,2
benny,325,"v	(slang, usually with ""up"") To take amphetamines.",,Walk in the park,5,2
terne,236,"adj	Colourless, drab, dull.",,Walk in the park,5,2
mesne,233,adj	(law) Intermediate.,,Walk in the park,5,2
reune,206,v	(proscribed) To ?????.,,Walk in the park,5,2
weeny,191,"n	A wiener, a hot dog.
n	(slang) A penis, from the resemblance to a wiener, sometimes thought of as small by influence from ????? ?????",,Walk in the park,5,2
penni,187,"adj	Having a ?????, or some amount of money.",pennied,Walk in the park,5,2
ferns,175,"n	A characteristic fern-like pattern on a slide viewed under low power on a microscope, used as a sign when testing for ovulation or the presence of amniotic fluid.",ferning,Walk in the park,5,2
leans,173,"n	(aviation, with the) A dangerous sensory illusion where the pilot of an aircraft believes themself to be in a bank when they are actually wings-level, or vice-versa, often resulting in spatial disorientation and loss of control of the aircraft.",,Walk in the park,5,2
teint,162,"n	(obsolete) Colour, tinge; ?????.",,Walk in the park,5,2
aetna,160,"n	(Greek mythology and Roman mythology) A nymph in Sicily who, according to legend, gave her name to the volcanic Mount ?????.
n	(historical) An ancient city in Sicily, in modern Italy, situated at the foot of Mount ?????, on its southern declivity.",,Wee bit of a challenge,5,2
ferny,151,"n	A characteristic fern-like pattern on a slide viewed under low power on a microscope, used as a sign when testing for ovulation or the presence of amniotic fluid.",ferning,Wee bit of a challenge,5,2
sedna,145,"n	(mythology, Inuit mythology) The Inuit goddess of the ????? and marine animals.
n	(astronomy) 90377 ?????, a trans-Neptunian dwarf planet whose eccentric detached orbit is wholly beyond the Kuiper belt.",,Wee bit of a challenge,5,2
beany,122,adj	Resembling or characteristic of ?????.,,Wee bit of a challenge,5,2
leany,116,adj	(obsolete) ?????,,Wee bit of a challenge,5,2
neons,98,adj	(of a color) That resembles a ????? light; extremely bright; fluorescent,neon,Wee bit of a challenge,5,2
tenne,95,n	(Greek mythology) Alternative form of ?????,tennes,Wee bit of a challenge,5,2
terni,89,"n	A province of Umbria, Italy.
n	The capital city of the province of ?????, Umbria, Italy.",,Wee bit of a challenge,5,2
teind,82,"n	In Scotland, tithes derived from the produce of the land for the maintenance of the clergy.",teinds,Wee bit of a challenge,5,2
peens,81,"v	To shape metal by striking it, especially with a ?????.",peen,Wee bit of a challenge,5,2
terns,72,"adj	(chiefly botany, rare) Consisting of three components; ternate, threefold, triple.",tern,Wee bit of a challenge,5,2
kerns,71,"v	(typography, chiefly proportional font printing) To adjust the horizontal space between selected pairs of letters (characters or glyphs); to perform such adjustments to a portion of text, according to preset rules.",kern,Wee bit of a challenge,5,2
derne,63,v	(Scotland) To hide; to skulk.,,Wee bit of a challenge,5,2
peins,51,n	Alternative form of peen,pein,Wee bit of a challenge,5,2
weens,42,"n	(obsolete) Doubt; conjecture.
n	(slang) wiener dog, dachshund",ween,Wee bit of a challenge,5,2
teend,40,v	(obsolete) To kindle; to burn.,,Wee bit of a challenge,5,2
peans,32,"v	Alternative spelling of paean.
v	Alternative spelling of peen.",pean,Tough nut to crack,5,2
weans,32,"n	(Scotland, Ulster) A small child.",wean,Tough nut to crack,5,2
peano,27,"n	Giuseppe ????? (1858–1932), Italian mathematician.",,Tough nut to crack,5,2
bennu,26,"n	(Egyptian mythology, often with ""the"") A self-created deity with the form of a bird (in New Kingdom artwork, a heron) that features in the ancient Egyptian creation myth and is also described as the ba (soul) of Ra.
n	(astronomy) The near-Earth asteroid 101955 ?????.",,Tough nut to crack,5,2
beena,25,n	Alternative form of ????? (“type of marriage”),,Tough nut to crack,5,2
deens,23,n	(Islam) religion; religiosity; the way of life of a pious Muslim,deen,Tough nut to crack,5,2
seynt,21,"n	Obsolete form of saint.
n	(obsolete) A girdle.",,Tough nut to crack,5,2
mesna,18,n	An organosulfur compound used in cancer chemotherapy involving cyclophosphamide and ifosfamide as an adjuvant.,,Tough nut to crack,5,2
geena,17,n	Alternative form of Gina,,Tough nut to crack,5,2
keeno,15,"n	(slang, derogatory) A pupil who works hard; a swot.",,Tough nut to crack,5,2
penns,14,"n	Confinement; concealment.
n	(informal, music) A pentatonic scale.
n	(informal, paganism) A pentacle or pentagram.
n	(computing) A Pentium microprocessor or computer.",pent,Tough nut to crack,5,2
geons,10,"n	(physics) A hypothetical electromagnetic or gravitational wave held together in a confined region by the gravitational attraction of its own field energy.
n	(psychology) Any of a group of basic geometric forms capable of being recognised as a component of a real object.
n	A large unit of time, used to measure gradual geological change.",geon,Tough nut to crack,5,2
benna,9,"n	(music, Antigua and Barbuda) A calypso-like genre of traditional music from Antigua and Barbuda.",,Tough nut to crack,5,2
tenni,5,"v	(intransitive, dated) To play ?????.
v	(transitive) To drive backward and forward like a ????? ball.",tennis,Tough nut to crack,5,2
beens,3,"v	(Southern US or African-American Vernacular) remote past usage of be.
v	(Southern US or African-American Vernacular, rare) Synonym of be (infinitival sense).",been,Tough nut to crack,5,2
lenns,2,adj	(Tyneside) unfair,,Tough nut to crack,5,2
divet,2856,n	Alternative form of ?????,,Walk in the park,6,2
pivot,2139,adj	Fitted with a ????? or ?????.,pivoted,Walk in the park,6,2
covet,1630,adj	Which may be ?????.,covetable,Walk in the park,6,2
divot,1215,"v	(transitive, especially golf) To tear up pieces of turf from, especially with a golf club in making a stroke.",,Walk in the park,6,2
rivet,1134,"n	The act of joining with ?????.
n	The act of spreading out and clinching the end, as of a ?????, by beating or pressing.
n	A set of ?????; ????? collectively.",riveting,Wee bit of a challenge,6,2
lovat,352,adj	Of a dusty blue-green colour.,,Wee bit of a challenge,6,2
levet,130,n	(obsolete) A trumpet call for rousing soldiers; a reveille.,,Wee bit of a challenge,6,2
orvet,37,n	(obsolete) The slowworm.,,Wee bit of a challenge,6,2
gavit,33,n	(architecture) An Armenien style of narthex.,,Tough nut to crack,6,2
cuvet,24,n	Alternative form of ????? (chemical vessel),,Tough nut to crack,6,2
devot,18,adj	(obsolete) ?????; addicted; ?????,devote,Tough nut to crack,6,2
givet,4,"n	A commune in Ardennes department, Grand Est, in a remote part of northern France surrounded on three sides by Belgium.",,Tough nut to crack,6,2
eagre,613,adj	Obsolete form of ?????.,,Walk in the park,7,2
emery,497,"v	(transitive) To sand or polish with ?????.
v	(transitive) To coat with ?????.",,Walk in the park,7,2
exurb,334,n	A residential area beyond the suburbs.,,Walk in the park,7,2
elara,174,"n	(Greek mythology) A mistress of Zeus.
n	(astronomy) One of the moons of Jupiter.",,Walk in the park,7,2
evers,122,"adj	(epidemiology) Occurring at any time, occurring even but once during a timespan.",ever,Walk in the park,7,2
ewery,66,"n	(historical, UK) An office or place of household service where the ????? and table linen were kept.",,Wee bit of a challenge,7,2
exord,61,"n	(US, military) An execute order: an order to implement a specified plan.
n	(literature) A preface or prefatory passage",,Wee bit of a challenge,7,2
emerg,56,n	emergence,emerging,Wee bit of a challenge,7,2
emiri,26,"n	An ?????; a person from United Arab Emirates or of ????? descent.
adj	Of or relating to the United Arab Emirates or its people.",,Wee bit of a challenge,7,2
esdra,23,n	(biblical) any of four books of the Old Testament and Apocrypha of the Bible.,esdras,Tough nut to crack,7,2
emirp,19,n	(number theory) A prime number that becomes a different prime when its decimal digits (or digits in some specified other base) are reversed.,,Tough nut to crack,7,2
ecard,5,"n	(Internet) A computerized greeting ?????, typically hosted on a Web site to which the recipient is directed by an e-mail message.",,Tough nut to crack,7,2
elura,5,n	Alternative form of ????? (“Indian temple complex”),,Tough nut to crack,7,2
ebers,1,"n	(Judaism, Christianity) In the Bible, the son of Salah and the father of Joktan and Peleg.
adv	Pronunciation spelling of ever, representing African-American English English.",eber,Tough nut to crack,7,2
feral,1425,"n	A domesticated animal that has returned to the wild; an animal, particularly a domesticated animal, living independently of humans.
n	(Australia, colloquial) A contemptible young person, a lout, a person who behaves wildly.
n	(Australia, colloquial) A person who has isolated themselves from the outside world; one living an alternative lifestyle.
n	(furry subculture) A character in furry art or literature which has the physical characteristics (body) of a regular animal (typically quadripedal), that may or may not be able to communicate with humans or anthros (contrasts anthro)",,Walk in the park,1,3
frail,1167,"v	To play a stringed instrument, usually a banjo, by picking with the back of a fingernail.",,Walk in the park,1,3
flail,970,n	A ????? action or motion.,flailing,Walk in the park,1,3
fatal,955,"n	A ?????; an event that leads to death.
n	(computing) A ????? error; a failure that causes a program to terminate.",,Walk in the park,1,3
final,896,"n	(aviation) Clipping of ????? approach.
n	(Britain, sports) A contest that narrows a field of contestants (?????ists) to ranked positions, usually in numbered places (1st place/prize, 2nd place/prize, etc.) or a winner and numbered runners-up (1st runner-up, etc.).",finals,Wee bit of a challenge,1,3
focal,716,"n	(geometry, obsolete)",,Wee bit of a challenge,1,3
frill,628,"v	(transitive) To make into a ?????.
v	(intransitive) To become wrinkled.
v	(transitive) To provide or decorate with a ????? or ?????; to turn back in crimped plaits.
v	(intransitive, obsolete, falconry) To shake or shiver as with cold (with reference to a hawk).
v	(intransitive, obsolete, falconry) To cry (with reference to a bird of prey).",,Wee bit of a challenge,1,3
favel,224,"n	(obsolete) flattery; cajolery; deceit
adj	yellow or dun in colour
n	A horse of a ????? or dun colour.",,Tough nut to crack,1,3
forel,110,"n	A kind of parchment ????? book covers; a ?????rill.
v	To bind with a ?????.",,Tough nut to crack,1,3
fayal,63,n	Alternative spelling of ?????,,Tough nut to crack,1,3
faial,49,"n	An island of the Azores, Portugal.",,Tough nut to crack,1,3
unite,758,"n	(UK, historical) A British gold coin worth 20 shillings, first produced during the reign of King James I, and bearing a legend indicating the king's intention of uniting the kingdoms of England and Scotland.",,Walk in the park,2,3
knots,308,"n	(chiefly mathematics) The formation of a knot.
n	(uncountable, zoology) The swelling of the bulbus glandis.
n	A hamlet in Knotting and Souldrop parish, Bedford borough, Bedfordshire, England (OS grid ref TL0063).",knotting,Walk in the park,2,3
insta,289,n	(colloquial) Clipping of ?????.,,Walk in the park,2,3
units,258,"adj	For each unit.
adj	(mathematics) Having a size or magnitude of one.",unit,Walk in the park,2,3
snite,174,"n	(obsolete or Scotland) A snipe.
v	(obsolete or Scotland, transitive) to blow (one's nose)
v	(obsolete or Scotland, transitive) to snuff (a candle)",,Wee bit of a challenge,2,3
knits,99,"n	(mining, dated) Small particles of ore.",,Wee bit of a challenge,2,3
aneth,66,"n	A census-designated place in San Juan County, Utah, United States.",,Wee bit of a challenge,2,3
aneta,60,n	A city and town in North Dakota.,,Wee bit of a challenge,2,3
anath,54,n	Alternate form of ?????,,Tough nut to crack,2,3
anito,49,"n	In Guam and the Philippines, an idol, fetish, or spirit.
n	Synonym of anitism.
n	Synonym of taotao",,Tough nut to crack,2,3
c note,32,n	Alternative spelling of c-note,,Tough nut to crack,2,3
snots,21,"v	(transitive, intransitive) To blow, wipe, or clear (the nose).
v	(intransitive) To sniff or snivel; to produce ?????, to have a runny nose.",snot,Tough nut to crack,2,3
2nite,11,"adv	(Internet slang, text messaging) Tonight.",,Tough nut to crack,2,3
exam,885,v	(sciences) Shortened form of ????,,Walk in the park,3,3
ecad,197,"n	(ecology) An organism whose form has been affected by its environment.
n	A non-inherited somatic modification caused by an organism's environment.",,Walk in the park,3,3
elat,175,"adj	elated; exultant
adj	(obsolete) Lifted up; raised; elevated.",elate,Walk in the park,3,3
ebay,146,"n	A popular Internet auction website.
v	To put on auction at ????.",,Walk in the park,3,3
eoan,135,"adj	(poetic) Relating to the dawn.
adj	(poetic) Relating to the East.",,Walk in the park,3,3
evac,110,"n	evacuation
n	evacuee",,Wee bit of a challenge,3,3
eman,104,n	A language spoken in Cameroon.,,Wee bit of a challenge,3,3
elas,91,"n	(politics) ΕΛΑΣ (Ελληνικός Λαϊκός Απελευθερωτικός Στρατός), the Greek People's Liberation Army, the military arm of the left-wing National Liberation Front (ΕΑΜ) during the period of the Greek Resistance until February 1945.",,Wee bit of a challenge,3,3
enal,73,n	(organic chemistry) Any aldehyde having a neighbouring double bond,,Wee bit of a challenge,3,3
evar,45,"adv	(Internet slang, humorous) ???? (at any time)",,Tough nut to crack,3,3
evat,21,n	Alternative form of ????,,Tough nut to crack,3,3
eyak,20,"n	A member of an indigenous people from the Copper River Delta of Alaska.
n	the extinct Na-Dené language of these people, formerly spoken near the mouth of the Copper River in Alaska.
adj	of, or relating to these people or their language",,Tough nut to crack,3,3
esan,13,"n	A people of southwestern Nigeria, whose homeland in Edo state is known as Esanland.
n	Their language, from the Edoid group of Niger-Congo languages.
n	Alternative spelling of ???? (region in Thailand)",,Tough nut to crack,3,3
esav,2,n	(Judaism) The son of Yitzhak and Rivka and the older twin brother of Yaakov.,,Tough nut to crack,3,3
rise,3483,"v	(poetic, transitive) To make rose-coloured; to redden or flush.
v	(poetic, transitive) To perfume, as with roses.
v	simple past tense of ????",rose,Walk in the park,4,3
rose,3134,"v	(poetic, transitive) To make rose-coloured; to redden or flush.
v	(poetic, transitive) To perfume, as with roses.
v	simple past tense of ????",,Walk in the park,4,3
rest,2366,"n	The action of ????
n	A place where one can ????; a ???? place.
n	A pause; a break; an interlude.
adj	That ????; that is not in action or in the process of growth.
adj	(euphemistic) Unemployed; out of work.
adj	Remaining; stationary.",resting,Walk in the park,4,3
rush,2277,n	(cinematography) Unedited footage; film material as recorded to tape etc.,rushes,Walk in the park,4,3
ross,731,"v	(US, dialect, transitive) To divest of the ????, or rough, scaly surface.",,Walk in the park,4,3
rosy,724,"v	(transitive) To make pinkish in colour.
v	(transitive) To present in a deceptively optimistic or positive light.
n	(slang, Britain) tea",,Walk in the park,4,3
rosa,697,"v	(slang, Australia) to hide, vanish, shadow",,Walk in the park,4,3
rase,431,"n	(obsolete) A scratching out, or erasure.
n	A slight wound; a scratch.
n	A way of measuring in which the commodity measured was made even with the top of the measuring vessel by rasing, or striking off, all that was above it.",,Walk in the park,4,3
rasa,384,n	An essential mental state; the dominant emotional theme of a work.,,Wee bit of a challenge,4,3
rost,163,n	(Scotland) Alternative form of ???? (a strong tide or current),,Wee bit of a challenge,4,3
rish,105,n	Indo-Aryan military rulers of the Kingdom of Mitanni,,Wee bit of a challenge,4,3
resi,73,"adj	(real estate, property law) Clipping of residential.
n	(real estate, property law) Clipping of residential real estate.",,Wee bit of a challenge,4,3
rosé,69,"n	A pale pink wine made by removing the dark grape skins at the required point during fermentation.
n	A serving of such wine",,Wee bit of a challenge,4,3
rass,63,"n	In shipbuilding, the act of marking figures upon timber.",rasing,Wee bit of a challenge,4,3
rese,60,v	(obsolete) to shake; quake; tremble,,Wee bit of a challenge,4,3
ress,48,v	(role-playing games) short form of resurrect,res,Wee bit of a challenge,4,3
rosi,37,adj	Decorated with ????s or a ???? colour.,rosied,Tough nut to crack,4,3
risp,35,"v	To rub together, to ???? or grate.
n	A rubbing or grating together.",,Tough nut to crack,4,3
rrsp,18,"n	(Canada) Registered Retirement Savings Plan—a program regulated by the federal government of Canada, offering tax advantages to help Canadian residents accumulate financial wealth, through a wide range of investment instruments, in order to provide financial security and income during retirement.",,Tough nut to crack,4,3
rasm,11,"n	The base shape of an Arabic-script letter, without dots that distinguish it from other letters.
n	A style of Arabic writing that omits these dots, often used in the early centuries of Classical Arabic literature (7th–11th centuries).",,Tough nut to crack,4,3
rbst,11,n	Bovine growth hormone produced using recombinant DNA.,,Tough nut to crack,4,3
rtsp,10,n	(computing) Real Time Streaming Protocol: a network protocol designed for use in entertainment and communications systems to control streaming media servers.,,Tough nut to crack,4,3
ruso,5,n	A city and hamlet in North Dakota.,,Tough nut to crack,4,3
resu,3,"n	(colloquial, medicine) Clipping of resuscitation.",resus,Tough nut to crack,4,3
allow,1885,"adj	Permitted, authorized.
adj	(now rare) Allotted.
adj	(now rare) Acknowledged; admitted to be true.",allowed,Walk in the park,5,3
allay,1542,"n	Alleviation; abatement; check.
n	(obsolete) An ?????.",,Walk in the park,5,3
alley,1333,"adj	Furnished with ?????s.
adj	Forming an ?????.",alleyed,Walk in the park,5,3
adlib,338,"n	Alternative spelling of ad-?????
v	Alternative spelling of ad ?????",,Walk in the park,5,3
ad lib,264,"adj	Extemporaneous, impromptu.
v	To perform without script.
v	To perform without preparation.
v	To perform extemporaneously.",,Walk in the park,5,3
agley,219,adj	(Scotland) Wrong; askew.,,Walk in the park,5,3
aller,202,adv	Pronunciation spelling of always.,allers,Walk in the park,5,3
all in,187,"adj	(somewhat dated) Very tired.
adj	(chiefly UK) With everything included.
adj	(poker) Having no further stake to wager, but remaining active in a hand.
n	(poker) A hand where at least one player bets all of his or her chips.
n	(poker) A player who is all in.",,Walk in the park,5,3
aulic,181,n	A ceremony at some European universities to confer a Doctor of Divinity degree.,,Walk in the park,5,3
ailed,180,adj	(obsolete) Painful; troublesome.,ail,Walk in the park,5,3
aulos,179,n	(music) Any of a class of ancient Greek musical instruments resembling pipes or flutes.,,Walk in the park,5,3
abled,171,n	(among ????? people) A person who has no disability.,,Walk in the park,5,3
alloa,165,"n	A town which is the administrative centre of Clackmannanshire council area, Scotland, and the county town of the historic county of Clackmannanshire between 1822 and 1975 (OS grid ref NS8893).",,Walk in the park,5,3
ablet,163,n	A small fresh-water fish (Alburnus alburnus); the bleak.,,Walk in the park,5,3
aylet,92,n	(heraldry) A black bird with red feet and beak.,,Wee bit of a challenge,5,3
all of,75,"adv	Merely; only; no more or less than; neither more nor better than might be expected.
adv	Entirely, completely, in a specified state.",,Wee bit of a challenge,5,3
a plus,66,"n	An academic grade issued by certain educational institutions. Slightly better than an A.
n	(slang) The highest possible rating.",,Wee bit of a challenge,5,3
allus,65,"adv	Pronunciation spelling of always, representing Northern British and Southern US English.",,Wee bit of a challenge,5,3
arley,65,"n	A village in Cheshire East, Cheshire, England (OS grid ref SJ6781).
n	A civil parish in North Warwickshire, England, containing the villages of New ????? (OS grid ref SP2989) and Old ????? (OS grid ref SP2890).
n	A town in Winston County, Alabama, United States.
n	An unincorporated community in Clay County, Missouri, United States.",,Wee bit of a challenge,5,3
aulis,60,"n	(historical) An ancient port-town in Greece, Boeotia, where, accordfing to legend, the Greek fleet gathered to set off for Troy, and where Agamemnon sacrificed his daughter Iphigenia.",,Wee bit of a challenge,5,3
aflat,59,adv	(obsolete) Level with the ground; ?????.,,Wee bit of a challenge,5,3
arlon,55,"n	The capital city of the Walloon province of Luxembourg, Belgium.",,Wee bit of a challenge,5,3
aflow,52,adv	flowing,,Wee bit of a challenge,5,3
ablen,51,n	Alternative form of ????? (freshwater fish),,Wee bit of a challenge,5,3
aulas,45,"n	(rare) A court or hall.
n	(anatomy, obsolete) The anterior part of the third ventricle of the brain leading to the lateral ventricles.",aula,Wee bit of a challenge,5,3
axled,44,adj	Having (a specified number or kind of) ?????.,,Wee bit of a challenge,5,3
alloo,38,v	(Scotland) Pronunciation spelling of ?????.,,Wee bit of a challenge,5,3
ablow,32,"adj	(obsolete, postpositive) Blossoming, blooming, in blossom.
adj	(dated, postpositive) Blowing or being ?????; windy.",,Tough nut to crack,5,3
ad loc,31,adv	Alternative form of ad loc.,,Tough nut to crack,5,3
aalst,25,"n	A city in East Flanders, Belgium.
n	Any of a number of towns in Belgium or the Netherlands.",,Tough nut to crack,5,3
aslug,25,"adv	(obsolete, nonce word) sluggishly",,Tough nut to crack,5,3
a flat,24,n	Alternative spelling of A-flat,,Tough nut to crack,5,3
aklan,23,"n	A province of the Philippines.
n	A river in Panay, from which the province got its name.",,Tough nut to crack,5,3
allos,20,n	Someone who is allosexual: someone who experiences sexual attraction; someone who is not asexual.,allo,Tough nut to crack,5,3
atled,18,n	(mathematical analysis) Del.,,Tough nut to crack,5,3
alleg,9,n	allegation,alleging,Tough nut to crack,5,3
ayllu,9,"n	A traditional family-based community in the Andes, especially among Quechua and Aymara peoples.",,Tough nut to crack,5,3
amlcd,6,n	(electronics) active matrix liquid crystal display (?????),,Tough nut to crack,5,3
allat,5,n	(Arabian mythology) A pre-Islamic Arabian goddess.,,Tough nut to crack,5,3
ayles,5,n	(obsolete) A grandfather.,ayle,Tough nut to crack,5,3
allée,1,"n	An ????? in a formal garden or park, bordered by trees or bushes.",,Tough nut to crack,5,3
whoop,807,"adj	(US, Southern, gay slang) Flawless.
adj	Intoxicated.",whooped,Walk in the park,1,4
whisp,484,"n	A flock of snipe.
n	Alternative form of ?????",,Walk in the park,1,4
whump,322,"n	(informal) A thumping sound.
n	(fandom slang) A genre of fan fiction in which a character endures injury, torture, or other forms of physical and mental suffering.",,Wee bit of a challenge,1,4
whaap,88,"n	(UK, Scotland, dialect) The European curlew; called also awp, ?????, great ?????, and stock ?????.
n	(UK, Scotland, dialect) The whimbrel; called also May ?????, little ?????, and tang ?????.",,Wee bit of a challenge,1,4
wharp,87,"n	(UK, dated) A fine sand from the banks of the Trent, used as a polishing powder.",,Tough nut to crack,1,4
whopp,1,n	A beating.,whopping,Tough nut to crack,1,4
logo,985,adj	Imprinted with a ????.,logoed,Walk in the park,2,4
homo,797,"adj	(colloquial, sometimes derogatory) Of or pertaining to homosexuality.
adj	(not comparable, Canada, US) Homogenized; almost always said of milk with a high butterfat content.",,Walk in the park,2,4
hobo,702,"v	(intransitive, perhaps pejorative) To be a ????, tramp, bum etc.",,Walk in the park,2,4
loco,701,"adv	(music) A direction in written or printed music to be returning to the proper pitch after having played an octave higher or lower.
n	A certain species of Astragalus or Oxytropis, capable of causing ????ism.
v	(transitive) To poison with the ???? plant; to affect with ????ism.
v	(transitive, colloquial, by extension) To render insane.
n	(rail transport, informal) A ????motive.",,Walk in the park,2,4
bolo,572,"v	To attack or despatch with a ???? knife.
v	To fail to meet the minimum standards of marksmanship.
v	(transitive, nonce word) To dress (somebody) in a ????.",,Walk in the park,2,4
togo,497,"v	(intransitive, obsolete) To go different ways; go asunder; diverge; split; part; differ.
v	(intransitive, obsolete) To scatter.",,Walk in the park,2,4
robo,433,n	(informal) A ????.,,Walk in the park,2,4
holo,416,"adj	(biochemistry, of a protein) Bound by ligands",,Walk in the park,2,4
yolo,365,"n	An unincorporated community and census-designated place in ???? County, California, United States.
n	An unincorporated community in Henry County, Missouri, United States.
n	a village in the Ségou Region of Mali, West Africa.",,Walk in the park,2,4
nolo,334,"adj	(Britain) (about drinks) having no or low alcohol content, being low-alcohol or alcohol-free",,Walk in the park,2,4
yoyo,333,"n	Alternative spelling of yo-yo
v	Alternative spelling of yo-yo",,Walk in the park,2,4
hoco,315,"n	(college, university, highschool) Contraction of homecoming.",,Walk in the park,2,4
boho,310,adj	(informal) Bohemian.,,Walk in the park,2,4
todo,280,n	Alternative form of to-do,,Walk in the park,2,4
moro,265,"n	(Greek mythology) The personification of impending doom, who drives mortals to their deadly fate",moros,Walk in the park,2,4
topo,256,"n	A topographic map.
n	(climbing) A map or sketch of a climbing route or area.",,Walk in the park,2,4
go to,246,n	(programming) The branching construct ?????.,,Walk in the park,2,4
roto,232,v	(informal) Clipping of rotoscope.,,Walk in the park,2,4
foto,213,"n	(nonstandard, informal) Alternative spelling of photo",,Walk in the park,2,4
tomo,213,"n	(Orthodox Christianity) An ecclesiastical document, usually promulgated by a synod which communicates or announces important information.",tomos,Walk in the park,2,4
soto,206,"n	A school of Zen Buddhism in Japan, based on gradual attainment of enlightenment through meditation.
n	(cooking) A traditional Indonesian soup mainly composed of broth, meat, and vegetables",,Walk in the park,2,4
to go,195,"adj	(idiomatic) Served in a package or takeout container so as to be taken away from a restaurant rather than eaten on the premises.
adj	(idiomatic) Remaining. To finish. (In a group of events or items) belonging to the subgroup that have not passed or have not been finished or have not been addressed yet.
adj	Used other than figuratively or idiomatically: see to,‎ go.",,Wee bit of a challenge,2,4
nono,170,n	Alternative spelling of no-no,,Wee bit of a challenge,2,4
gozo,154,n	The second-largest island of the Republic of Malta.,,Wee bit of a challenge,2,4
bogo,147,"n	A member of the Blin people.
n	A city in Cebu, Philippines.",,Wee bit of a challenge,2,4
boto,137,"n	Inia geoffrensis, a species of freshwater dolphin endemic to the Amazon river system",,Wee bit of a challenge,2,4
popo,130,n	(colloquial) Alternative spelling of po-po,,Wee bit of a challenge,2,4
